File_Name,Rule_ID,Level,Match,Description,Groups,MITRE_ID,If_Sid,If_Matched_Sid,Frequency,Timeframe,Ignore
0095-sshd_rules.xml,5730,4,,sshd: SSHD is not accepting connections.,"gdpr_IV_35.7.d,gpg13_4.3,hipaa_164.312.b,nist_800_53_AU.6,pci_dss_10.6.1,tsc_CC7.2,tsc_CC7.3,",,5700,,,,
0095-sshd_rules.xml,5731,6,AKASSH_Version_Mapper1.,sshd: SSH Scanning.,"gdpr_IV_35.7.d,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,pci_dss_11.4,recon,tsc_CC7.2,tsc_CC7.3,",T1046,5700,,,,
0095-sshd_rules.xml,5732,0,error: connect_to ,sshd: Possible port forwarding failure.,,,5700,,,,
0095-sshd_rules.xml,5733,0,Invalid credentials,sshd: User entered incorrect password.,"authentication_failures,gdpr_IV_35.7.d,gdpr_IV_32.2,gpg13_7.1,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,pci_dss_10.2.4,pci_dss_10.2.5,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,5700,,,,
0095-sshd_rules.xml,5734,0,Could not load host key,sshd: sshd could not load one or more host keys.,,,5700,,,,
0095-sshd_rules.xml,5735,0,Write failed: Broken pipe,sshd: Failed write due to one host disappearing.,,,5700,,,,
0095-sshd_rules.xml,5736,0,^error: setsockopt SO_KEEPALIVE: Connection reset by peer$|,sshd: Connection reset or aborted.,,,5700,,,,
0095-sshd_rules.xml,5737,5,^fatal: Cannot bind any address.$,sshd: cannot bind to configured address.,"gdpr_IV_35.7.d,gpg13_4.3,hipaa_164.312.b,nist_800_53_AU.6,pci_dss_10.6.1,tsc_CC7.2,tsc_CC7.3,",,5700,,,,
0095-sshd_rules.xml,5738,5,set_loginuid failed opening loginuid$,sshd: pam_loginuid could not open loginuid.,"authentication_failed,gdpr_IV_35.7.d,gdpr_IV_32.2,gpg13_7.1,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,pci_dss_10.2.4,pci_dss_10.2.5,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,5700,,,,
0095-sshd_rules.xml,5739,4,^error: Could not stat AuthorizedKeysCommand,sshd: configuration error (AuthorizedKeysCommand),,,5700,,,,
0095-sshd_rules.xml,5740,4,Connection reset by peer$,sshd: connection reset by peer,,,5700,,,,
0095-sshd_rules.xml,5741,4,Connection refused$,sshd: connection refused,,,5700,,,,
0095-sshd_rules.xml,5742,4,Connection timed out$,sshd: connection timed out,"gdpr_IV_35.7.d,hipaa_164.312.a.1,nist_800_53_AC.2,pci_dss_8.1.5,tsc_CC6.1,",,5700,,,,
0095-sshd_rules.xml,5743,4,No route to host$,sshd: no route to host,,,5700,,,,
0095-sshd_rules.xml,5744,4,failure direct-tcpip$,sshd: port forwarding issue,,,5700,,,,
0095-sshd_rules.xml,5745,4,Transport endpoint is not connected$,sshd: transport endpoint is not connected,,,5700,,,,
0095-sshd_rules.xml,5746,4,get_remote_port failed$,sshd: get_remote_port failed,,,5700,,,,
0095-sshd_rules.xml,5747,6,bad client public DH value,sshd: bad client public DH value,,,5700,,,,
0095-sshd_rules.xml,5748,6,Corrupted MAC on input.,sshd: corrupted MAC on input,"gdpr_IV_35.7.d,gpg13_4.3,hipaa_164.312.b,nist_800_53_AU.6,pci_dss_10.6.1,tsc_CC7.2,tsc_CC7.3,",,5700,,,,
0095-sshd_rules.xml,5749,4,^Bad packet length,sshd: bad packet length,,,5700,,,,
0095-sshd_rules.xml,5750,0,Unable to negotiate with |Unable to negotiate a key|fatal: no matching,sshd: could not negotiate with client.,,,5700,,,,
0095-sshd_rules.xml,5751,1,no hostkey alg [preauth],sshd: No hostkey alg.,,,5700,,,,
0095-sshd_rules.xml,5752,2,no matching key exchange method found.|Unable to negotiate a key exchange method,sshd: Client did not offer an acceptable key exchange method.,,,5750,,,,
0095-sshd_rules.xml,5753,2,no matching cipher found,"sshd: could not negotiate with client, no matching cipher.",,,5750,,,,
0095-sshd_rules.xml,5754,1,Failed to create session: ,sshd: failed to create a session.,,,5700,,,,
0095-sshd_rules.xml,5755,3,bad ownership or modes for file,sshd: Authentication refused due to owner/permissions of authorized_keys.,"authentication_failed,gpg13_7.1,",,5700,,,,
0095-sshd_rules.xml,5756,0," failed, subsystem not found$",sshd: subsystem request failed.,,,5700,,,,
0095-sshd_rules.xml,5757,0,but this does not map back to the address - POSSIBLE BREAK-IN ATTEMPT!$,Bad DNS mapping.,,,5700,,,,
0095-sshd_rules.xml,5758,8,^error: maximum authentication attempts exceeded ,Maximum authentication attempts exceeded.,"authentication_failed,gpg13_7.1,",T1110,"5700,5710",,,,
0095-sshd_rules.xml,5759,2,no matching mac found,"sshd: could not negotiate with client, no matching mac.",,,5750,,,,
0095-sshd_rules.xml,5760,5,Failed password|Failed keyboard|authentication error,sshd: authentication failed.,"authentication_failed,gdpr_IV_35.7.d,gdpr_IV_32.2,gpg13_7.1,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,pci_dss_10.2.4,pci_dss_10.2.5,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,","T1110.001,T1021.004","5700,5716",,,,
0095-sshd_rules.xml,5761,0,Disconnected from user,sshd: ssh connection closed.,"gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,pci_dss_10.2.5,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,5700,,,,
0095-sshd_rules.xml,5762,4,Connection reset,sshd: connection reset,,,5700,,,,
0095-sshd_rules.xml,5763,10,,sshd: brute force trying to get access to the system. Authentication failed.,"authentication_failures,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_SI.4,nist_800_53_AU.14,nist_800_53_AC.7,pci_dss_11.4,pci_dss_10.2.4,pci_dss_10.2.5,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1110,,5760,8,120,60
0100-solaris_bsm_rules.xml,6100,0,,Solaris BSM Auditing messages grouped.,,,,,,,
0100-solaris_bsm_rules.xml,6101,5,,Solaris: Auditing session failed.,,,6100,,,,
0100-solaris_bsm_rules.xml,6102,0,,Solaris: Auditing session succeeded.,,,6100,,,,
0100-solaris_bsm_rules.xml,6103,3,^login,Solaris: Login session succeeded.,"authentication_success,pci_dss_10.2.5,gpg13_7.8,gpg13_7.9,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1078,6102,,,,
0100-solaris_bsm_rules.xml,6104,5,^login,Solaris: Login session failed.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.8,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6101,,,,
0100-solaris_bsm_rules.xml,6105,3,^su ,Solaris: User successfully changed UID.,"authentication_success,pci_dss_10.2.5,gpg13_7.8,gpg13_7.9,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1078,6102,,,,
0100-solaris_bsm_rules.xml,6106,5,^su ,Solaris: User failed to change UID (user id).,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.8,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6103,,,,
0105-asterisk_rules.xml,6200,0,,Asterisk messages grouped.,,,,,,,
0105-asterisk_rules.xml,6201,0,^NOTICE,Asterisk notice messages grouped.,"gpg13_4.12,",,6200,,,,
0105-asterisk_rules.xml,6202,3,^WARN,Asterisk warning message.,"gpg13_4.12,",,6200,,,,
0105-asterisk_rules.xml,6203,3,^ERROR,Asterisk error message.,"gpg13_4.3,",,6200,,,,
0105-asterisk_rules.xml,6210,5,Wrong password,Asterisk: Login session failed.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6201,,,,
0105-asterisk_rules.xml,6211,5,Username/auth name mismatch,Asterisk: Login session failed (invalid user).,"invalid_login,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6201,,,,
0105-asterisk_rules.xml,6212,5,No matching peer found,Asterisk: Login session failed (invalid extension).,"invalid_login,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6201,,,,
0105-asterisk_rules.xml,6250,10,,Asterisk: Multiple failed logins (user enumeration in process).,"pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1133,,6211,8,300,
0105-asterisk_rules.xml,6251,10,,Asterisk: Multiple failed logins.,"pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,","T1110,T1133",,6210,8,300,
0105-asterisk_rules.xml,6252,10,,Asterisk: Extension enumeration.,"pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1133,,6212,8,300,
0105-asterisk_rules.xml,6253,5,No registration for peer,Asterisk: Login session failed (invalid iax user).,"invalid_login,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6201,,,,
0105-asterisk_rules.xml,6254,10,,Asterisk: Extension IAX Enumeration.,"pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1133,,6253,5,300,
0105-asterisk_rules.xml,6255,5,Don't know how to respond via,Asterisk: Possible Registration Hijacking.,"invalid_login,pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6202,,,,
0105-asterisk_rules.xml,6256,5,failed MD5 authentication,Asterisk: IAX peer Wrong Password.,"invalid_login,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,6201,,,,
0105-asterisk_rules.xml,6257,10,,Asterisk: Multiple failed logins.,"pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,","T1110,T1133",,6256,5,300,
0110-ms_dhcp_rules.xml,6300,0,,Grouping for the MS-DHCP ipv4 rules.,,,,,,,
0110-ms_dhcp_rules.xml,6301,2,,MS-DHCP: The log was started.,"service_start,pci_dss_10.2.6,gpg13_4.14,gpg13_10.1,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AU.5,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1543.003,6300,,,,
0110-ms_dhcp_rules.xml,6302,3,,MS-DHCP: The log was stopped.,"service_availability,pci_dss_10.2.6,gpg13_4.14,gpg13_10.1,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AU.5,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,","T1070.001,T1543.003",6300,,,,
0110-ms_dhcp_rules.xml,6303,10,,MS-DHCP: The log was temporarily paused due to low disk space.,"system_error,pci_dss_10.2.6,gpg13_4.14,gpg13_10.1,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AU.5,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1489,6300,,,,
0110-ms_dhcp_rules.xml,6304,0,,MS-DHCP: A new IP address was leased to a client.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6305,0,,MS-DHCP: A lease was renewed by a client.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6306,0,,MS-DHCP: A lease was released by a client.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6307,0,,MS-DHCP: An IP address was found to be in use on the network.,"dhcp_lease_action,pci_dss_10.6.1,gpg13_4.12,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,6300,,,,
0110-ms_dhcp_rules.xml,6308,12,,MS-DHCP: A lease request could not be satisfied because the scope's address pool was exhausted.,"service_availability,dhcp_lease_action,pci_dss_10.6.1,gpg13_4.12,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",T1489,6300,,,,
0110-ms_dhcp_rules.xml,6309,7,,MS-DHCP: A lease was denied.,"dhcp_lease_action,pci_dss_10.6.1,gpg13_4.12,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,6300,,,,
0110-ms_dhcp_rules.xml,6310,0,,MS-DHCP: A lease was deleted.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6311,0,,MS-DHCP: A lease was expired and DNS records for an expired leases have not been deleted.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6322,0,,MS-DHCP: A lease was expired and DNS records were deleted.,"dhcp_lease_action,dhcp_dns_maintenance,",,6300,,,,
0110-ms_dhcp_rules.xml,6312,0,,MS-DHCP: A BOOTP address was leased to a client.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6313,0,,MS-DHCP: A dynamic BOOTP address was leased to a client.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6314,10,,MS-DHCP: A BOOTP request could not be satisfied because the scope's  address pool for BOOTP was exhausted.,"dhcp_lease_action,pci_dss_10.6.1,gpg13_4.12,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,6300,,,,
0110-ms_dhcp_rules.xml,6315,0,,MS-DHCP: A BOOTP IP address was deleted after checking to see it was not in use.,"dhcp_lease_action,",,6300,,,,
0110-ms_dhcp_rules.xml,6316,3,,MS-DHCP: IP address cleanup operation has began.,"dhcp_maintenance,",T1070,6300,,,,
0110-ms_dhcp_rules.xml,6317,2,,MS-DHCP: IP address cleanup statistics.,"dhcp_maintenance,",,6300,,,,
0110-ms_dhcp_rules.xml,6318,0,,MS-DHCP: DNS update request to the named DNS server.,"dhcp_dns_maintenance,",,6300,,,,
0110-ms_dhcp_rules.xml,6319,7,,MS-DHCP: DNS update failed.,"dhcp_dns_maintenance,pci_dss_10.6.1,gpg13_4.3,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,6300,,,,
0110-ms_dhcp_rules.xml,6320,0,,MS-DHCP: DNS update successful.,"dhcp_dns_maintenance,pci_dss_10.6.1,gpg13_4.12,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,6300,,,,
0110-ms_dhcp_rules.xml,6323,12,,MS-DHCP: Packet dropped due to NAP policy.,"dhcp_lease_action,gdpr_IV_35.7.d,",T1595,6300,,,,
0110-ms_dhcp_rules.xml,6321,12,,MS-DHCP: Codes above 50 are used for Rogue Server Detection information.,"dhcp_rogue_server,",T1557.002,6300,,,,
0110-ms_dhcp_rules.xml,6350,0,,Grouping for the MS-DHCP ipv6 rules.,,,,,,,
0110-ms_dhcp_rules.xml,6351,0,,MS-DHCP: Solicit.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6352,0,,MS-DHCP: Advertise.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6354,0,,MS-DHCP: Confirm.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6355,0,,MS-DHCP: Renew.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6356,0,,MS-DHCP: Rebind.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6357,7,,MS-DHCP: DHCP Decline.,"dhcp_ipv6,gdpr_IV_35.7.d,",,6350,,,,
0110-ms_dhcp_rules.xml,6358,0,,MS-DHCP: Release.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6359,0,,MS-DHCP: Information Request.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6360,12,,MS-DHCP: Scope Full.,"dhcp_ipv6,gdpr_IV_35.7.d,",T1498.001,6350,,,,
0110-ms_dhcp_rules.xml,6361,3,,MS-DHCP: Started.,"service_start,",T1543.003,6350,,,,
0110-ms_dhcp_rules.xml,6362,7,,MS-DHCP: Stopped.,"service_availability,gdpr_IV_35.7.d,",T1489,6350,,,,
0110-ms_dhcp_rules.xml,6363,10,,MS-DHCP: Audit log paused.,"service_availability,pci_dss_10.1,pci_dss_10.2.6,gpg13_10.1,gdpr_IV_30.1.g,hipaa_164.312.b,nist_800_53_AU.12,nist_800_53_AU.14,nist_800_53_AU.5,tsc_CC6.1,tsc_CC6.2,tsc_CC6.3,tsc_CC7.2,tsc_CC7.3,tsc_CC6.8,",T1489,6350,,,,
0110-ms_dhcp_rules.xml,6364,7,,MS-DHCP: DHCP Log File.,"system_error,gdpr_IV_35.7.d,",,6350,,,,
0110-ms_dhcp_rules.xml,6365,7,,MS-DHCP: Bad Address.,"dhcp_ipv6,gdpr_IV_35.7.d,",,6350,,,,
0110-ms_dhcp_rules.xml,6366,4,,MS-DHCP: Address is already in use.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6367,0,,MS-DHCP: Client deleted.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6368,0,,MS-DHCP: DNS record not deleted.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6369,0,,MS-DHCP: Expired.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6370,0,,MS-DHCP: Expired and Deleted count.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6371,2,,MS-DHCP: Database cleanup begin.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6372,2,,MS-DHCP: Database cleanup end.,"dhcp_ipv6,",,6350,,,,
0110-ms_dhcp_rules.xml,6373,12,,MS-DHCP: Service not authorized in AD.,"dhcp_ipv6,pci_dss_10.6.1,gpg13_4.3,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",T1569.002,6350,,,,
0110-ms_dhcp_rules.xml,6374,3,,MS-DHCP: Service authorized in AD.,"dhcp_ipv6,",T1543.003,6350,,,,
0110-ms_dhcp_rules.xml,6376,12,,MS-DHCP: Service has not determined if it is authorized in AD.,"dhcp_ipv6,pci_dss_10.6.1,gpg13_4.3,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",T1569.002,6350,,,,
0115-arpwatch_rules.xml,7200,0,,Arpwatch messages grouped.,,,,,,,
0115-arpwatch_rules.xml,7201,4,,Arpwatch new host detected.,"new_host,pci_dss_10.6.1,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,7200,,,,
0115-arpwatch_rules.xml,7202,9,flip flop ,"Arpwatch: ""flip flop"" message. IP address/MAC relation changing too often.","ip_spoof,pci_dss_1.3.4,pci_dss_11.4,gdpr_IV_35.7.d,hipaa_164.312.a.1,nist_800_53_CA.3,nist_800_53_SI.4,tsc_CC6.6,tsc_CC6.7,tsc_CC6.8,tsc_CC7.1,tsc_CC6.1,tsc_CC7.2,tsc_CC7.3,",,7200,,,,
0115-arpwatch_rules.xml,7203,3,reaper: pid ,Arpwatch: exiting.,"service_availability,pci_dss_10.6.1,gpg13_4.14,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,7200,,,,
0115-arpwatch_rules.xml,7204,9,changed ethernet address ,Arpwatch: Changed network interface for ip address.,"ip_spoof,pci_dss_1.3.4,pci_dss_11.4,gdpr_IV_35.7.d,hipaa_164.312.a.1,nist_800_53_CA.3,nist_800_53_SI.4,tsc_CC6.6,tsc_CC6.7,tsc_CC6.8,tsc_CC7.1,tsc_CC6.1,tsc_CC7.2,tsc_CC7.3,",,7200,,,,
0115-arpwatch_rules.xml,7205,0,bad interface eth0|exiting|Running as ,Arpwatch: startup/exiting messages.,,,7200,,,,
0115-arpwatch_rules.xml,7206,0,sent bad addr len,Arpwatch: detected bad address len (ignored).,,,7200,,,,
0115-arpwatch_rules.xml,7207,1,/dev/bpf0: Permission denied,arpwatch probably run with wrong permissions,"pci_dss_10.6.1,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,7200,,,,
0115-arpwatch_rules.xml,7208,1,reused old ethernet address,Arpwatch: An IP has reverted to an old ethernet address.,"pci_dss_10.6.1,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_AU.6,tsc_CC7.2,tsc_CC7.3,",,7200,,,,
0115-arpwatch_rules.xml,7209,7,ethernet mismatch,Arpwatch: Possible arpspoofing attempt.,"ip_spoof,pci_dss_1.3.4,pci_dss_11.4,gdpr_IV_35.7.d,hipaa_164.312.a.1,nist_800_53_CA.3,nist_800_53_SI.4,tsc_CC6.6,tsc_CC6.7,tsc_CC6.8,tsc_CC7.1,tsc_CC6.1,tsc_CC7.2,tsc_CC7.3,",T1095,7200,,,,
0120-symantec-av_rules.xml,7300,0,,Grouping of Symantec AV rules.,,,,,,,
0120-symantec-av_rules.xml,7301,0,,Grouping of Symantec AV rules from eventlog.,,,,,,,
0120-symantec-av_rules.xml,7310,9,,Symantec-AV: Virus detected.,"virus,pci_dss_5.1,pci_dss_5.2,pci_dss_11.4,gpg13_4.2,gdpr_IV_35.7.d,nist_800_53_SI.3,nist_800_53_SI.4,tsc_A1.2,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,"7300, 7301",,,,
0120-symantec-av_rules.xml,7320,3,,"Symantec-AV: Virus scan updated,started or stopped.","pci_dss_5.1,pci_dss_10.6.1,gdpr_IV_35.7.d,hipaa_164.312.b,nist_800_53_SI.3,nist_800_53_AU.6,tsc_A1.2,tsc_CC7.2,tsc_CC7.3,",,"7300, 7301",,,,
0125-symantec-ws_rules.xml,7400,0,,Grouping of Symantec Web Security rules.,,,,,,,
0125-symantec-ws_rules.xml,7410,5,,Symantec-WS: Login failed accessing the web proxy.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,7400,,,,
0125-symantec-ws_rules.xml,7415,3,,Symantec-WS: Login success accessing the web proxy.,"authentication_success,pci_dss_10.2.5,gpg13_7.1,gpg13_7.2,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1078,7400,,,,
0125-symantec-ws_rules.xml,7420,3,,Symantec-WS: Admin Login success to the web proxy.,"authentication_success,pci_dss_10.2.5,gpg13_7.1,gpg13_7.2,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1078,7415,,,,
0130-trend-osce_rules.xml,7600,0,,Grouping of Trend OSCE rules.,,,,,,,
0130-trend-osce_rules.xml,7610,5,,Trend: Virus detected and cleaned/quarantined/removed,"virus,pci_dss_5.1,pci_dss_5.2,pci_dss_11.4,gpg13_4.2,gdpr_IV_35.7.d,nist_800_53_SI.3,nist_800_53_SI.4,tsc_A1.2,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,7600,,,,
0130-trend-osce_rules.xml,7611,9,,Trend: Virus detected and unable to clean up.,"virus,pci_dss_5.1,pci_dss_5.2,pci_dss_11.4,gpg13_4.2,gdpr_IV_35.7.d,nist_800_53_SI.3,nist_800_53_SI.4,tsc_A1.2,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,7600,,,,
0130-trend-osce_rules.xml,7612,3,,Trend: Virus scan completed with no errors detected.,"pci_dss_5.1,gdpr_IV_35.7.d,nist_800_53_SI.3,tsc_A1.2,",,7600,,,,
0130-trend-osce_rules.xml,7613,5,,Trend: Virus scan passed by found potential security risk.,"pci_dss_5.1,pci_dss_5.2,pci_dss_11.4,gdpr_IV_35.7.d,gdpr_IV_32.2,nist_800_53_SI.3,nist_800_53_SI.4,tsc_A1.2,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,7600,,,,
0135-hordeimp_rules.xml,9300,0,,Grouping for the Horde imp rules.,,,,,,,
0135-hordeimp_rules.xml,9301,0,^[info],Horde IMP informational message.,,,9300,,,,
0135-hordeimp_rules.xml,9302,3,^[notice],Horde IMP notice message.,,,9300,,,,
0135-hordeimp_rules.xml,9303,5,^[error],Horde IMP error message.,"gdpr_IV_35.7.d,",,9300,,,,
0135-hordeimp_rules.xml,9304,9,^[emergency],Horde IMP emergency message.,"service_availability,gdpr_IV_35.7.d,",,9300,,,,60
0135-hordeimp_rules.xml,9305,3,Login success for ,Horde IMP successful login.,"authentication_success,pci_dss_10.2.5,gpg13_7.1,gpg13_7.2,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1078,9302,,,,
